zho,eng,zho_reverse,zho_eng_jaccard,eng_zho_jaccard,zh_nsubjs,en_nsubjs,rev_nsubjs
"
",The first is,第一个是,0.25,0.4,0,1,0
"  丁一舟（左）与赖敏在旅行途中
","The first is the story of the life of a young man named Jin Jin-Jin, who is on a journey with Raimi.","首先是一个名叫金金金的年轻人,",0.0625,0.1875,0,2,0
"（受访对象提供）
",(Interviewees provided),(面试者提供),0.5,0.5,1,1,1
"  在频繁上报科创类产品的同时，资金端亦印证了市场对于科技领域的关注
","While the company frequently reports on innovative products, the finance side also highlights the market's focus on the technology sector.","虽然该公司经常报告创新产品,但金融方面还强调市场关注技术部门.",0.1111111111111111,0.8888888888888888,1,2,3
"
",The first is,第一个是,0.25,0.4,0,1,0
"  “阿勒泰市冰雪旅游的火热，离不开整个阿勒泰地区的抱团发展
",The hotness of the ice-snow tourism in the city of Aleppo is not separate from the development of the entire Aleppo region.,哈勒坡市冰雪旅游的热度与整个哈勒坡地区的发展不分.,0.1,0.6,1,1,1
"”阿勒泰市文化体育广播电视和旅游局党组成员、副局长郭素娟说，继将军山滑雪场后，阿勒泰地区陆续建起多处各具特色的冰雪场地，集聚了更强吸引力
","Guo Sheng, deputy director of the Cultural Sports Broadcasting and Tourism Board of the City of Aleppo, said that after the General Mountain Skiing Grounds, the construction of various characteristic ice skating venues in Aleppo region continued to attract more people.","亚勒坡市文化体育广播和旅游局副主任郭表示,在阿勒坡地区大山滑雪场之后,",0.7692307692307693,0.5384615384615384,2,2,1
"
",The first is,第一个是,0.25,0.4,0,1,0
"  “我们要与罕见病患者一路携手，让患者有希望、有奔头、有依托
","So we're going to work with rare patients to give them hope, to move forward, to rely on them.","所以我们将与罕见患者合作,给他们带来希望,向前迈进,依靠他们.",0.14285714285714285,0.8571428571428571,1,1,1
"”北京协和医院院长张抒扬说，前方的路还很长，还有很多罕见病，需要各方形成合力去攻破难关
","Zhang Zhaoyang, director of the Beijing Co-operative Hospital, said that the road ahead is long and there are many rare diseases that need to be worked together to break the deadlock.","北京合作医院主任张阳表示,未来还有很长的路,",0.7857142857142857,0.5,2,3,1
"
",The first is,第一个是,0.25,0.4,0,1,0
"  “一讲到关键内容就推销高价课”“试听课质量高，付费后变了样，还得买进阶课”……近日，有消费者反映，上网课遭遇“套娃式”收费
","The key content is that high-quality, paid-for, and upgraded classroom tuition is sold... Recently, some consumers have reported that online classes are charged with a doll-like fee.","关键内容是,高质量的,付费的,升级的课堂学费被销售...最近,一些消费者报告说,",0.16666666666666666,1.0,3,2,2
"
",The first is,第一个是,0.25,0.4,0,1,0
"  外卖骑手就业还具有高流动性，不仅会在同一城市的不同企业间流动，还会在不同城市间流动
","The employment of out-of-town riders is also highly mobile, not only among different businesses in the same city but also between different cities.","城市外的骑行员的就业率也很动态,不仅在同一城市的不同企业之间,而且在不同城市之间.",0.1111111111111111,0.7777777777777778,1,1,1
"社保如何存续转移，也需要在制度层面给出回答
",The social security system needs to be able to respond to the systematic changes in how social security is transferred.,必须能够应对社会保障转移方式的系统性变化.,0.21428571428571427,0.3076923076923077,1,1,0
"
",The first is,第一个是,0.25,0.4,0,1,0
"  对月背玄武岩中铅同位素的研究还揭示，月球的正面和背面在岩浆洋结晶后的演化过程存在差异
",Studies of the isotope of the moon's backbone in basalt rock also reveal that there are differences in the evolutionary processes of the moon's front and back after the crystallization of the lava.,"根据月球脊柱的同位素在基石岩石中的研究,",0.09090909090909091,0.36363636363636365,2,1,0
"而大型撞击会使月球铅同位素组成产生变化，研究团队由此判断，形成月背南极-艾特肯盆地的巨大撞击，可能改造了该区域月幔的物理化学性质，导致如今月球正面和背面呈现出显著的差异
","Large impacts would alter the composition of the Moon's isotope, and the team concluded that a massive impact on the Antarctic-Attic Basin behind the Moon could have altered the physical and chemical properties of the region's lunar mantle, causing significant differences in the front and back of the Moon.","大大的影响会改变月球同位素的组成,研究小组得出结论,在月球背后的南极-北极盆地上发生巨大影响可能会改变该地区的月球的物理和化学性质,导致月球前后面和后面的显著差异.",0.75,0.6875,4,3,2
"
",The first is,第一个是,0.25,0.4,0,1,0
"  广西医科大学第一附属医院的医生们针对小覃的病情进行多学科会诊
",Doctors at the first affiliated hospital of Guangxi Medical University conducted multidisciplinary clinical trials for the case of smallpox.,广西医科大学第一家附属医院的医生对天花病例进行了多学科的临床试验.,0.1111111111111111,0.7777777777777778,1,1,1
"（广西医科大学第一附属医院提供）
",(provided by First Affiliated Hospital of Guangxi Medical University),(由广西医科大学第一附属医院提供),0.375,0.375,1,0,1
"  无论是“无中生有”开辟新赛道，还是“有中出新”推动传统产业改造升级，往往涉及多个部门、机构，离不开各方协同配合
","Whether it is the opening of new paths or the emergence of new ones that promote the transformation and upgrading of traditional industries, often involving multiple sectors and institutions, and the collaboration of all parties.","无论是开辟新道路还是新道路的出现,都促进了传统行业的转型和升级,通常涉及多个部门和机构,以及所有各方的合作.",0.08333333333333333,0.5,0,2,0
"
",The first is,第一个是,0.25,0.4,0,1,0
"  盘活存量首先要“盘”，对存量资源做到心中有数
",The first thing to do is to have a hard disk to keep track of the resources.,"首先要做的是,要有一个硬盘来跟踪资源.",0.1111111111111111,0.5555555555555556,0,1,1
"
",The first is,第一个是,0.25,0.4,0,1,0
"  湖南省农业科学院几年前将欧江岔村作为全省众多科研基地之一，开展了包括“三分地养活一个人”粮食高产绿色优质科技创新工程在内的多个示范试验
","The Hunan Agricultural Academy of Sciences, which has been one of the many scientific research bases in the province, conducted several demonstration experiments a few years ago, including a project to develop high-quality green technology and innovation in feeding one-third of the world's food to a person.","湖南农业科学院是该省许多科学研究基地之一,",0.07142857142857142,0.35714285714285715,1,2,1
"中国工程院院士、湖南省农科院党委书记柏连阳带领团队，深入欧江岔村的田间地头，帮助农民选择适合自身条件的品种，教大伙儿性价比最高的栽培方法
","The Chinese Academy of Engineering, Party Committee Secretary of the Hunan Agricultural College, Berlian Yang, led the team to explore the fields in the village of Ojiangyang, helping farmers choose the varieties that suit their conditions and teaching them the most affordable way to grow them.","华宇公司的公司,中国工程学院,湖南农业学院党委书记伯利安领导了该团队,",0.7142857142857143,0.5384615384615384,2,3,2
"
",The first is,第一个是,0.25,0.4,0,1,0
"  “看看这条大带鱼，这是我们舟山正宗的小眼睛带鱼……”“红膏呛蟹，鲜香滑润，越吃越上瘾……”走进中国舟山国际水产城的“一条鱼”直播共富工坊，各家电商的工作人员正卖力地直播推介
","Look at this big-band fish, it's our original small-eyed fish from Zhouzhou... the more you eat, the more you drink... the more you eat, the more you drink... the more you go to Zhouzhou International Aquatic City, the more you go to Zhouzhou International Aquatic City, the more you go to Zhouzhou.","州的小眼鱼.你吃得越多,你喝得越多.你吃得越多,你喝得越多.你去州国际水上城市越多,你去州国际水上城市越多.",0.1,0.4,2,8,8
