zho,eng
"督促各级党组织用系统思维、科学方法推进管党治党内容全涵盖、对象全覆盖、责任全链条、制度全贯通，进一步健全上下贯通、执行有力的组织体系，固本培元、凝心铸魂的教育体系，精准发力、标本兼治的监管体系，科学完备、有效管用的制度体系，主体明确、要求清晰的责任体系
","Urge the party organizations at all levels to promote the full coverage of the Party-ruled content, the full coverage of the Party, the full coverage of the objects, the entire chain of responsibility, the full integration of the system, further improving the overall implementation, the implementation of a strong organizational system, the solid foundation, the cohesive education system, the precise driving force, the model and the regulated regulatory system, the scientific completeness, the system of effective governance, the subject clear, the requirement of clear responsibility system."
"　　切实履行纪委（纪检组）监督责任
",The Commission has also been asked to provide a detailed report on the implementation of the Commission's responsibility to oversee the implementation of the Regulation.
"做实专责监督，把更多时间和精力用到监督上，确保监督不缺位
","To do a real duty of supervision, to spend more time and energy on supervision, to ensure that supervision is not lacking."
"聚焦主责主业，确保监督不泛化虚化
",Focus on the main responsibilities of the industry and ensure that supervision does not become generalized.
"突出“监督的再监督”，督促各责任主体把责任扛起来，确保监督不越位
","The Commission also highlighted the need for further supervision, urging all responsible actors to take responsibility and ensure that supervision is not excessive."
"
",The first is
"  会议提出，金融监管总局将加强与国家发展改革委的协同配合，推动优化股权投资环境，调动更多资金和资源支持试点
",The meeting proposed that the Directorate-General for Financial Regulation will strengthen cooperation with the National Development and Reform Commission to promote an optimal equity investment environment and mobilize more funds and resources to support pilot projects.
"持续总结试点经验，优化完善试点政策，推动试点工作有序扩围
","Continuous summary of pilot experience, optimization and improvement of pilot policies, and promotion of orderly expansion of pilot work."
"
",The first is
"  吴谦说，美方需要的不是什么“铁穹”，而是要打破禁锢自己思想的“铁幕”
","The US needs not a iron curtain, but to break the iron curtain that has blocked its own thinking, said Xi."
"中方要求美方摒弃冷战思维，停止渲染他国威胁，停止制造军事对抗
","China has called on the US to abandon the Cold War, stop making threats to other countries, and stop making military clashes."
"
",The first is
"  【记者观察】农民开网店，拓宽了农产品的销售渠道，开辟了农民增收的新途径
","The report also noted that the Chinese farmers have opened online stores, expanded channels for selling agricultural products, and opened up new avenues for farmers to raise their income."
